ec5_uuid,created_at,uploaded_at,title,lat_1_Coordinates,long_1_Coordinates,accuracy_1_Coordinates,UTM_Northing_1_Coordinates,UTM_Easting_1_Coordinates,UTM_Zone_1_Coordinates,2_Data_Type,3_Value,4_Take_a_note_if_hel,5_Take_a_picture_if_
a940c459-ecf0-44c9-97fa-60c8be329f5a,2019-12-08T14:57:33.110Z,2019-12-08T18:12:13.000Z,"Width of sidewalk",45.48778,9.193013,65,5037157,515082,32T,"Width of sidewalk",310,,
d48189a0-133b-4736-8a87-f96aee44b38e,2019-12-08T14:57:32.614Z,2019-12-08T19:46:48.000Z,"Width of sidewalk",45.487765,9.193025,6,5037155,515083,32T,"Width of sidewalk",310,,
8a25a83b-e637-477e-9c48-9341ddef35ab,2019-12-08T14:57:32.536Z,2019-12-08T16:01:28.000Z,Lighting,45.48882,9.190306,10,5037272,514870,32T,Lighting,0,,
7cbe2501-75f5-4609-8366-5197f1f327db,2019-12-08T14:57:21.818Z,2019-12-08T14:58:02.000Z,"Curb ramps",45.488936,9.19025,4,5037284,514866,32T,"Curb ramps",6,,
61aed110-4dac-4e94-af75-2c85b3050fc7,2019-12-08T14:57:20.864Z,2019-12-08T19:46:47.000Z,Buffer,45.487772,9.193025,6,5037156,515083,32T,Buffer,0,,
7662c3b4-3339-4691-9eea-d183b1429996,2019-12-08T14:57:19.442Z,2019-12-08T16:01:27.000Z,"Curb ramps",45.488837,9.190308,10,5037273,514871,32T,"Curb ramps",6,,
ef8aeab5-e117-4e2a-8f48-84b78d410b5a,2019-12-08T14:57:18.494Z,2019-12-08T18:12:12.000Z,Buffer,45.487807,9.193073,65,5037160,515087,32T,Buffer,0,,
f250f0f2-2357-4807-8be7-b76e3a7ebf33,2019-12-08T14:57:05.908Z,2019-12-08T14:58:00.000Z,"Width of sidewalk",45.488926,9.190292,12,5037283,514869,32T,"Width of sidewalk",645,,
bb753e5f-b547-42d4-973b-81d9b8958f68,2019-12-08T14:57:05.897Z,2019-12-08T15:55:00.000Z,"Width of sidewalk",45.488861,9.190322,10,5037276,514872,32T,"Width of sidewalk",645,,
815eed17-ae3e-4359-905b-70416b332e47,2019-12-08T14:57:03.779Z,2019-12-08T18:12:10.000Z,"On-street parking",45.487756,9.193013,65,5037154,515082,32T,"On-street parking",1,,
0c267160-c39a-493d-a2ad-f0a2ca926789,2019-12-08T14:56:58.820Z,2019-12-08T19:46:01.000Z,"On-street parking",45.487863,9.193067,12,5037166,515086,32T,"On-street parking",1,,
7fb23325-f9e1-4298-8907-830855d16c8c,2019-12-08T14:56:51.787Z,2019-12-08T15:54:59.000Z,Buffer,45.488861,9.190322,10,5037276,514872,32T,Buffer,232,5.32,
e70a3f64-7f15-4590-87f2-289c7c5a2065,2019-12-08T14:56:49.428Z,2019-12-08T18:12:09.000Z,"Number of lanes",45.487867,9.193192,65,5037166,515096,32T,"Number of lanes",1,,
bb98f3e4-5ba8-460a-a9f6-fa54607ca03d,2019-12-08T14:56:46.766Z,2019-12-08T19:45:58.000Z,"Number of lanes",45.487817,9.193073,22,5037161,515087,32T,"Number of lanes",1,,
325b4ee8-d613-403c-b933-fc16a3d0e89c,2019-12-08T14:56:44.524Z,2019-12-08T14:57:59.000Z,Buffer,45.488952,9.190336,6,5037286,514873,32T,Buffer,282,,
f9b5d7af-2d80-41c8-baba-a660df6de887,2019-12-08T14:56:29.909Z,2019-12-08T15:54:57.000Z,"On-street parking",45.488861,9.190322,10,5037276,514872,32T,"On-street parking",1,,
6ad5e685-4083-4366-9473-17fcc9468e3f,2019-12-08T14:56:23.389Z,2019-12-08T14:57:57.000Z,"On-street parking",45.489029,9.190252,8,5037295,514866,32T,"On-street parking",1,,
87850063-3f96-4093-8cfe-20137e7253f9,2019-12-08T14:56:10.298Z,2019-12-08T15:54:56.000Z,"Number of lanes",45.488811,9.190359,10,5037271,514875,32T,"Number of lanes",1,,
c9359fcc-8f23-4a91-bdfa-15d7bb3c9821,2019-12-08T14:56:07.259Z,2019-12-08T14:57:56.000Z,"Number of lanes",45.488755,9.190098,16,5037264,514854,32T,"Number of lanes",1,,
931b0228-655a-47c5-a947-8182d0680ab6,2019-12-08T14:55:26.510Z,2019-12-08T18:12:08.000Z,"Width of bike lane and shoulder",45.488145,9.193339,65,5037197,515108,32T,"Width of bike lane and shoulder",0,,
068a1ea5-4ef1-4442-97cb-93b5d69685a0,2019-12-08T14:55:16.027Z,2019-12-08T18:12:06.000Z,Lighting,45.487782,9.193525,65,5037157,515122,32T,Lighting,2,,
900da6f8-a490-455b-950e-049d2c696b06,2019-12-08T14:55:00.962Z,2019-12-08T19:45:56.000Z,"Width of bike lane and shoulder",45.487695,9.193262,6,5037147,515102,32T,"Width of bike lane and shoulder",0,"no bikeway",
137c5b88-9491-4f1d-88ae-14b1c7858a9a,2019-12-08T14:54:57.773Z,2019-12-08T18:12:05.000Z,"Curb ramps",45.487915,9.19339,65,5037172,515112,32T,"Curb ramps",0,,
53db47a3-f222-4797-a353-23d0c49769b7,2019-12-08T14:54:45.870Z,2019-12-08T19:45:55.000Z,Lighting,45.487695,9.193262,8,5037147,515102,32T,Lighting,2,,
bc404822-0beb-4582-a4b9-8950cd1b2140,2019-12-08T14:54:33.593Z,2019-12-08T19:45:54.000Z,"Curb ramps",45.487695,9.193262,6,5037147,515102,32T,"Curb ramps",0,,
37f235de-60ba-4b0d-ab49-93402723bae6,2019-12-08T14:54:27.565Z,2019-12-08T18:12:03.000Z,"Width of sidewalk",45.488032,9.193401,65,5037185,515113,32T,"Width of sidewalk",300,,
39a0ef4a-e938-4bd1-af59-ea227df3b4f8,2019-12-08T14:54:15.083Z,2019-12-08T19:45:52.000Z,"Width of sidewalk",45.487695,9.193262,6,5037147,515102,32T,"Width of sidewalk",300,,
a2c1f7fe-14e8-47bb-a9fd-6d4a0a578c48,2019-12-08T14:54:10.999Z,2019-12-08T18:12:02.000Z,Buffer,45.487937,9.193319,65,5037174,515106,32T,Buffer,0,,
67613d48-6e46-4e70-abf6-0db7734b91a6,2019-12-08T14:54:02.639Z,2019-12-08T19:45:51.000Z,Buffer,45.487704,9.193242,8,5037148,515100,32T,Buffer,0,,
058cd832-d50e-4091-aadc-39dd48583058,2019-12-08T14:53:54.750Z,2019-12-08T18:12:01.000Z,"On-street parking",45.487821,9.193495,65,5037161,515120,32T,"On-street parking",1,,
1adf1dc0-9cd7-4398-9d30-2de840bcc711,2019-12-08T14:53:51.250Z,2019-12-08T19:45:50.000Z,"On-street parking",45.487726,9.193365,12,5037151,515110,32T,"On-street parking",1,,
d493d9d8-d810-4a00-8c17-19a0da976bf6,2019-12-08T14:53:40.386Z,2019-12-08T18:11:59.000Z,"Number of lanes",45.487978,9.193383,65,5037179,515111,32T,"Number of lanes",1,,
42a81202-ea85-4b7a-bcc9-365daaf5cf3d,2019-12-08T14:53:39.517Z,2019-12-08T19:45:48.000Z,"Number of lanes",45.487837,9.193521,19,5037163,515122,32T,"Number of lanes",1,,
e91862e3-5664-4d5a-b072-0eec86c1ab2c,2019-12-08T14:52:57.323Z,2019-12-08T14:53:26.000Z,"Width of bike lane and shoulder",45.48775,9.189196,4,5037152,514784,32T,"Width of bike lane and shoulder",0,,
b9f8a705-e8a1-43ce-9e7c-e87b41481f25,2019-12-08T14:52:56.946Z,2019-12-08T15:54:55.000Z,"Width of bike lane and shoulder",45.487795,9.189361,10,5037158,514797,32T,"Width of bike lane and shoulder",0,,
e32b0fbc-715c-43f5-9681-7364d00e2f44,2019-12-08T14:52:40.208Z,2019-12-08T14:53:24.000Z,Lighting,45.487742,9.189244,4,5037152,514788,32T,Lighting,0,,
8a4a80ea-1226-4622-bd20-ec57dbc07780,2019-12-08T14:52:38.766Z,2019-12-08T15:54:53.000Z,Lighting,45.487802,9.189349,10,5037158,514796,32T,Lighting,0,,
af5a66b7-3fd6-4208-a626-9199f3fd23f0,2019-12-08T14:52:25.497Z,2019-12-08T14:53:23.000Z,"Curb ramps",45.487768,9.189275,4,5037154,514790,32T,"Curb ramps",1,,
5f44a344-182b-435d-9342-ab124ace81f0,2019-12-08T14:52:23.007Z,2019-12-08T15:54:52.000Z,"Curb ramps",45.48778,9.189375,10,5037156,514798,32T,"Curb ramps",1,,
92613bc0-641d-49d7-8a82-8feb343510de,2019-12-08T14:52:10.383Z,2019-12-08T14:53:22.000Z,"Width of sidewalk",45.487762,9.189254,4,5037154,514789,32T,"Width of sidewalk",645,,
1d8c6c91-460b-4bea-8f26-c0e6b87abcbd,2019-12-08T14:51:58.177Z,2019-12-08T15:54:50.000Z,"Width of sidewalk",45.48778,9.189375,10,5037156,514798,32T,"Width of sidewalk",645,,
43d0b9f1-201e-4f67-af99-d3e4fe39141c,2019-12-08T14:51:48.472Z,2019-12-08T14:53:20.000Z,Buffer,45.487712,9.189227,4,5037148,514786,32T,Buffer,282,,
6a693aba-d79e-494c-905c-3920db844cba,2019-12-08T14:51:43.271Z,2019-12-08T15:54:49.000Z,Buffer,45.48778,9.189375,10,5037156,514798,32T,Buffer,232,5.37,
9e597b48-5d1b-421f-8e5c-25e713a1188e,2019-12-08T14:51:27.391Z,2019-12-08T14:53:19.000Z,"On-street parking",45.487737,9.189213,6,5037151,514785,32T,"On-street parking",1,,
d9c3271d-8b7d-4b4d-9733-7216c1d244ba,2019-12-08T14:51:24.579Z,2019-12-08T15:54:47.000Z,"On-street parking",45.487769,9.189354,10,5037155,514796,32T,"On-street parking",1,,
ee3c4633-3151-49d4-a5c2-f711fe82c3fb,2019-12-08T14:51:13.221Z,2019-12-08T14:53:17.000Z,"Number of lanes",45.487946,9.189123,19,5037174,514778,32T,"Number of lanes",1,,
3d1dd5de-51c0-4592-adc4-496f53e0e78a,2019-12-08T14:51:11.614Z,2019-12-08T15:54:46.000Z,"Number of lanes",45.487741,9.189217,25,5037151,514786,32T,"Number of lanes",1,,
d3db0058-994e-49fb-a1f7-6c8c5db23b35,2019-12-08T14:50:41.987Z,2019-12-08T18:11:56.000Z,"Width of bike lane and shoulder",45.487494,9.19387,65,5037125,515149,32T,"Width of bike lane and shoulder",0,,
f439f2b9-ead4-49e3-9579-9843e8484794,2019-12-08T14:50:27.480Z,2019-12-08T18:11:58.000Z,Lighting,45.487447,9.193723,65,5037120,515138,32T,Lighting,2,,
3d7df656-e2b3-4cf4-b9f1-1d9e548ca665,2019-12-08T14:50:04.172Z,2019-12-08T18:11:55.000Z,"Curb ramps",45.487576,9.193756,65,5037134,515140,32T,"Curb ramps",0,,
c0472fac-bb1c-41e1-91e6-af71c076c980,2019-12-08T14:49:36.932Z,2019-12-08T18:11:54.000Z,"Width of sidewalk",45.487456,9.193685,65,5037121,515135,32T,"Width of sidewalk",299,,
32e6c4e2-fcdc-4a2b-8a4a-8ee8f04fbffb,2019-12-08T14:49:32.597Z,2019-12-08T14:49:46.000Z,"Width of bike lane and shoulder",45.487511,9.189104,4,5037126,514777,32T,"Width of bike lane and shoulder",0,,
630652d5-00ef-4249-ac31-ebeaf8a0e3e2,2019-12-08T14:49:19.699Z,2019-12-08T15:54:45.000Z,"Width of bike lane and shoulder",45.487531,9.189103,10,5037128,514777,32T,"Width of bike lane and shoulder",0,,
24141288-0068-46ce-bcfd-926e345955c0,2019-12-08T14:49:19.248Z,2019-12-08T18:11:52.000Z,Buffer,45.487459,9.193769,65,5037121,515141,32T,Buffer,0,,
25130199-fbbe-49c2-91c9-6b4c2885a750,2019-12-08T14:49:18.559Z,2019-12-08T19:45:46.000Z,"Width of bike lane and shoulder",45.487393,9.193794,4,5037114,515143,32T,"Width of bike lane and shoulder",0,"no bikeway",
4e68867f-e5a3-4f8f-9333-c790620c4be5,2019-12-08T14:49:18.000Z,2019-12-08T14:49:44.000Z,Lighting,45.487517,9.189073,4,5037127,514774,32T,Lighting,0,,
e6c8088c-7f6f-4bc9-a5dd-eeea9333faf8,2019-12-08T14:49:06.179Z,2019-12-08T15:54:43.000Z,Lighting,45.487525,9.18911,10,5037127,514777,32T,Lighting,0,,
ed0d17bc-f33d-494e-bfb7-d321bbbb7632,2019-12-08T14:49:04.155Z,2019-12-08T18:11:51.000Z,"On-street parking",45.487479,9.193783,65,5037123,515143,32T,"On-street parking",1,,
c9499b71-1c75-48e6-85b0-f644a62c0ad7,2019-12-08T14:49:02.081Z,2019-12-08T19:45:47.000Z,Lighting,45.487423,9.193764,4,5037117,515141,32T,Lighting,2,,
2519eb0d-2ccc-47b5-ae07-0327c314134a,2019-12-08T14:49:00.999Z,2019-12-08T14:49:43.000Z,"Curb ramps",45.487495,9.189019,4,5037124,514770,32T,"Curb ramps",0,,
e939ce66-7ab9-4448-b623-bbe47bd3ede9,2019-12-08T14:48:51.120Z,2019-12-08T18:11:49.000Z,"Number of lanes",45.487678,9.193764,65,5037145,515141,32T,"Number of lanes",1,,
7d006471-c69b-4d41-86dc-8e1cc989cb5f,2019-12-08T14:48:49.296Z,2019-12-08T19:45:44.000Z,"Curb ramps",45.487449,9.193687,2,5037120,515135,32T,"Curb ramps",0,,
9a0189a8-ccba-4fe9-b69a-6e375ab91e1b,2019-12-08T14:48:45.757Z,2019-12-08T15:54:42.000Z,"Curb ramps",45.487531,9.189113,10,5037128,514778,32T,"Curb ramps",0,,
d7c30ddd-d916-4d27-9bdc-9e341770b61e,2019-12-08T14:48:43.902Z,2019-12-08T14:49:42.000Z,"Width of sidewalk",45.487514,9.18904,4,5037126,514772,32T,"Width of sidewalk",645,,
4c14cecf-e16d-4d84-845d-276501898f9d,2019-12-08T14:48:31.373Z,2019-12-08T19:45:43.000Z,"Width of sidewalk",45.487468,9.193656,3,5037122,515133,32T,"Width of sidewalk",299,,
24bad7b4-3bff-4d06-b38e-cfab04686914,2019-12-08T14:48:24.857Z,2019-12-08T15:54:40.000Z,"Width of sidewalk",45.487535,9.189114,10,5037129,514778,32T,"Width of sidewalk",645,,
d6e2f6bc-594f-4bed-8e5f-8648be7349bd,2019-12-08T14:48:21.883Z,2019-12-08T14:49:40.000Z,Buffer,45.487523,9.189071,4,5037127,514774,32T,Buffer,282,Discont,
c7a01509-fad5-43ee-aede-ae2fda4337f0,2019-12-08T14:48:18.342Z,2019-12-08T19:45:41.000Z,Buffer,45.487422,9.193512,6,5037117,515121,32T,Buffer,0,,
cb7e1a00-4cb2-442a-9f83-4f2953e8b788,2019-12-08T14:48:11.173Z,2019-12-08T15:54:39.000Z,Buffer,45.487539,9.189116,10,5037129,514778,32T,Buffer,232,5.37,
4f4c6a43-8ab6-4e69-b499-4b5a206822c0,2019-12-08T14:48:04.821Z,2019-12-08T19:45:40.000Z,"On-street parking",45.487334,9.193211,12,5037107,515098,32T,"On-street parking",1,,
746f02ef-3a12-4a22-964c-92f851074d8b,2019-12-08T14:47:54.026Z,2019-12-08T14:49:39.000Z,"On-street parking",45.487501,9.189124,6,5037125,514778,32T,"On-street parking",1,,
d1c74a79-638b-4164-a83a-c88d4adb0be3,2019-12-08T14:47:53.478Z,2019-12-08T19:45:39.000Z,"Number of lanes",45.48713,9.193555,18,5037084,515125,32T,"Number of lanes",1,,
5c57b4ff-a685-4533-b6d0-8545b8a32603,2019-12-08T14:47:50.914Z,2019-12-08T15:54:38.000Z,"On-street parking",45.487533,9.189123,10,5037128,514778,32T,"On-street parking",1,,
e186bb2a-b57e-4542-ac43-3f69ddf28174,2019-12-08T14:47:39.934Z,2019-12-08T14:49:37.000Z,"Number of lanes",45.487629,9.189004,18,5037139,514769,32T,"Number of lanes",2,,
8fa25308-0c82-48d1-9be7-76489f594a55,2019-12-08T14:47:37.101Z,2019-12-08T15:54:36.000Z,"Number of lanes",45.48756,9.189067,30,5037131,514774,32T,"Number of lanes",2,,
12b021dc-d5e0-4509-893e-8d045c8a69e4,2019-12-08T14:46:52.498Z,2019-12-08T18:11:48.000Z,"Width of bike lane and shoulder",45.487282,9.193891,65,5037101,515151,32T,"Width of bike lane and shoulder",0,,
7a3868ea-e548-439f-aeb4-606f99d60c75,2019-12-08T14:46:37.917Z,2019-12-08T19:45:37.000Z,"Width of bike lane and shoulder",45.487078,9.194009,4,5037079,515160,32T,"Width of bike lane and shoulder",0,"no bikeway",
f9188c29-2b5f-4be9-b798-d18067fbc716,2019-12-08T14:46:29.866Z,2019-12-08T18:11:47.000Z,Lighting,45.4872,9.193725,65,5037092,515138,32T,Lighting,1,,
9ca325f6-66e2-4c5c-9191-da6f32c97034,2019-12-08T14:46:15.208Z,2019-12-08T18:11:45.000Z,"Curb ramps",45.487197,9.193737,65,5037092,515139,32T,"Curb ramps",1,,
2cc24650-4eb2-4888-ab96-991a9e3c14d0,2019-12-08T14:46:14.989Z,2019-12-08T19:45:36.000Z,Lighting,45.487082,9.194015,4,5037079,515161,32T,Lighting,1,,
e2f0e607-7f3a-4497-a404-fad6c30c4c38,2019-12-08T14:46:03.323Z,2019-12-08T19:45:35.000Z,"Curb ramps",45.48708,9.194028,6,5037079,515162,32T,"Curb ramps",1,,
7354e0fd-c216-4d86-a8b2-ae844bec33bd,2019-12-08T14:45:59.535Z,2019-12-08T18:11:44.000Z,"Width of sidewalk",45.487276,9.193785,65,5037101,515143,32T,"Width of sidewalk",293,,
beefe9e2-4f79-4e27-a874-f2da32b156ae,2019-12-08T14:45:47.600Z,2019-12-08T19:45:33.000Z,"Width of sidewalk",45.487064,9.194029,4,5037077,515162,32T,"Width of sidewalk",293,,
2587361e-605e-4c0d-b080-e190e9becbce,2019-12-08T14:45:41.000Z,2019-12-08T18:11:42.000Z,Buffer,45.487153,9.193768,65,5037087,515141,32T,Buffer,0,,
7b1d3022-d2a5-405a-a51a-d45f5f55f8f1,2019-12-08T14:45:23.916Z,2019-12-08T19:45:32.000Z,Buffer,45.487027,9.194108,8,5037073,515168,32T,Buffer,0,,
e2b4fb9a-9aa0-4719-aece-9fd18eb14d60,2019-12-08T14:45:13.163Z,2019-12-08T18:11:41.000Z,"On-street parking",45.487232,9.193906,65,5037096,515152,32T,"On-street parking",1,,
ee69f07b-61ad-4c95-a374-a861ab0801ce,2019-12-08T14:45:04.012Z,2019-12-08T19:45:31.000Z,"On-street parking",45.487122,9.194188,12,5037084,515174,32T,"On-street parking",1,,
43c53e0c-9aaa-443e-a515-b4a3a7b7850e,2019-12-08T14:44:57.657Z,2019-12-08T18:11:40.000Z,"Number of lanes",45.487157,9.19388,65,5037087,515150,32T,"Number of lanes",1,,
6f560ae8-0a22-4570-b0e3-3ce54c909125,2019-12-08T14:44:52.149Z,2019-12-08T19:45:30.000Z,"Number of lanes",45.48716,9.19372,18,5037088,515138,32T,"Number of lanes",1,,
94c3a91a-9b71-4e21-bc96-940ac9f6c4f1,2019-12-08T14:44:46.740Z,2019-12-08T14:44:55.000Z,Lighting,45.51707,9.194122,11,5040411,515161,32T,Lighting,1,,
5c14842b-7322-4a81-aced-b184676b93a3,2019-12-08T14:44:30.290Z,2019-12-09T11:41:51.000Z,"Width of sidewalk",45.516607,9.194956,16,5040359,515226,32T,"Width of sidewalk",2.2,,
6a678bb0-8f22-489d-b1a6-1479e3dd6fd1,2019-12-08T14:44:21.479Z,2019-12-08T14:44:53.000Z,"Number of lanes",45.516602,9.195012,15,5040359,515231,32T,"Number of lanes",1,,
8b716afa-5135-4ecc-921b-b7da4a3faa7e,2019-12-08T14:43:59.125Z,2019-12-08T14:44:11.000Z,"Width of bike lane and shoulder",45.487356,9.189264,4,5037109,514789,32T,"Width of bike lane and shoulder",0,,
893abe61-622e-41a7-86ee-e0216d65697f,2019-12-08T14:43:58.373Z,2019-12-08T15:54:35.000Z,"Width of bike lane and shoulder",45.487398,9.189126,10,5037113,514779,32T,"Width of bike lane and shoulder",0,,
17748f4b-1708-43e6-b5de-676bfb02825a,2019-12-08T14:43:46.405Z,2019-12-08T15:54:34.000Z,Lighting,45.487398,9.189126,10,5037113,514779,32T,Lighting,1,,
8939cbcc-6ad7-43b7-bd9f-95a185699bf8,2019-12-08T14:43:44.571Z,2019-12-08T14:44:10.000Z,Lighting,45.487395,9.189257,6,5037113,514789,32T,Lighting,1,,
02c4efbf-0e4a-40c5-8b61-85703af50049,2019-12-08T14:43:33.450Z,2019-12-08T15:54:32.000Z,"Curb ramps",45.487398,9.189126,10,5037113,514779,32T,"Curb ramps",1,,
44370d02-14d5-44df-81d6-62b18594e7dd,2019-12-08T14:43:31.780Z,2019-12-08T18:11:38.000Z,"Width of bike lane and shoulder",45.48708,9.193686,65,5037079,515135,32T,"Width of bike lane and shoulder",0,,
c4d7c16a-56ac-4f8c-b58c-da94cb43e362,2019-12-08T14:43:28.831Z,2019-12-08T14:44:09.000Z,"Curb ramps",45.487455,9.189257,4,5037120,514789,32T,"Curb ramps",1,,
c60731cf-3ee5-4c86-ae50-f226cfeedf5b,2019-12-08T14:43:16.772Z,2019-12-08T15:54:31.000Z,"Width of sidewalk",45.487398,9.189126,10,5037113,514779,32T,"Width of sidewalk",387,,
b07b6212-3fc8-47ca-b745-778e483c25ec,2019-12-08T14:43:15.231Z,2019-12-08T14:44:07.000Z,"Width of sidewalk",45.487497,9.189287,4,5037124,514791,32T,"Width of sidewalk",387,,
2058b132-9218-4be0-8798-2b3a09d36e40,2019-12-08T14:43:06.631Z,2019-12-08T18:11:37.000Z,Lighting,45.486995,9.193757,65,5037069,515141,32T,Lighting,0,,
d2b953e3-42f9-4059-a5b7-72c1c39edad0,2019-12-08T14:42:59.363Z,2019-12-08T19:45:28.000Z,"Width of bike lane and shoulder",45.486989,9.193791,4,5037069,515143,32T,"Width of bike lane and shoulder",0,"no bikeway",
6d0c0885-42d5-41d4-861e-747d64016e14,2019-12-08T14:42:57.668Z,2019-12-08T15:54:29.000Z,Buffer,45.487424,9.189153,10,5037116,514781,32T,Buffer,0,,
a4dd26ad-7d59-444a-af1d-c7ad57fe0c0b,2019-12-08T14:42:56.085Z,2019-12-08T14:44:06.000Z,Buffer,45.487536,9.18935,4,5037129,514796,32T,Buffer,0,,
c749b882-4bc8-418c-899f-defedc4d2257,2019-12-08T14:42:48.010Z,2019-12-08T18:11:35.000Z,"Curb ramps",45.487004,9.19373,65,5037070,515138,32T,"Curb ramps",1,,
63a203ee-6eed-437e-8cf0-9b9d903c65fc,2019-12-08T14:42:42.073Z,2019-12-08T19:44:47.000Z,Lighting,45.486978,9.1937,6,5037068,515136,32T,Lighting,0,,
fddff4f7-1966-43e3-8fee-48c9e71d3c5f,2019-12-08T14:42:38.170Z,2019-12-08T15:54:28.000Z,"On-street parking",45.487415,9.189197,10,5037115,514784,32T,"On-street parking",0,,
64e2929f-721c-4208-aa06-dd91edb1f440,2019-12-08T14:42:36.877Z,2019-12-08T14:44:04.000Z,"On-street parking",45.487588,9.189086,8,5037134,514775,32T,"On-street parking",0,,
31d0a524-2bfb-408b-a3c1-80e575bac3d3,2019-12-08T14:42:31.423Z,2019-12-08T18:11:34.000Z,"Width of sidewalk",45.486947,9.193829,65,5037064,515146,32T,"Width of sidewalk",450,,
23f0ae72-69eb-492d-bdcc-5cfc199ef25e,2019-12-08T14:42:27.562Z,2019-12-08T19:44:42.000Z,"Curb ramps",45.486978,9.1937,6,5037068,515136,32T,"Curb ramps",1,,
0be6c181-af8e-4e6e-8e75-4500a9f50ceb,2019-12-08T14:42:20.102Z,2019-12-08T14:42:38.000Z,Lighting,45.517323,9.194336,116,5040439,515178,32T,Lighting,1,,
a250d221-d327-42f9-b1ca-42b2a6fc2b88,2019-12-08T14:42:14.343Z,2019-12-08T15:54:27.000Z,"Number of lanes",45.487292,9.189196,30,5037102,514784,32T,"Number of lanes",1,,
32e1fecc-373b-4e5b-82e8-17618849d8d1,2019-12-08T14:42:14.281Z,2019-12-08T19:44:40.000Z,"Width of sidewalk",45.486978,9.1937,6,5037068,515136,32T,"Width of sidewalk",450,,
6373c3d1-e7e2-47d7-97a7-a3b72afc86ac,2019-12-08T14:42:13.913Z,2019-12-08T18:11:33.000Z,Buffer,45.487021,9.193712,65,5037072,515137,32T,Buffer,55,,
6c98aa20-b70f-4b00-85a1-5d9be665848a,2019-12-08T14:42:11.887Z,2019-12-08T14:44:03.000Z,"Number of lanes",45.48758,9.190664,4,5037134,514899,32T,"Number of lanes",1,,
ea5f8f26-67cf-4de4-994d-e2545288389e,2019-12-08T14:42:01.396Z,2019-12-08T18:11:31.000Z,"On-street parking",45.487104,9.193796,65,5037082,515144,32T,"On-street parking",0,,
b556a149-1a4b-42ba-bd96-695cf3888088,2019-12-08T14:42:00.871Z,2019-12-08T14:47:38.000Z,"On-street parking",45.517294,9.194883,12,5040436,515220,32T,"On-street parking",0.9,,https://five.epicollect.net/api/media/gislab-2019-plos?type=photo&format=entry_original&name=b556a149-1a4b-42ba-bd96-695cf3888088_1575816118.jpg
2da211cd-d679-45a3-8b84-ad8ff4b03f76,2019-12-08T14:42:00.292Z,2019-12-08T19:09:04.000Z,"Curb ramps",45.517166,9.194351,32,5040421,515179,32T,"Curb ramps",1,,
592713d5-308e-42b9-a369-ba7dec846dd6,2019-12-08T14:41:59.153Z,2019-12-08T21:44:02.000Z,"Width of sidewalk",45.517337,9.194925,15,5040441,515224,32T,"Width of sidewalk",1.5,,
0166a21d-63cb-449d-8473-09c57b140819,2019-12-08T14:41:59.041Z,2019-12-08T19:44:28.000Z,Buffer,45.487026,9.193736,6,5037073,515139,32T,Buffer,55,"is continuous",
3a2b16d4-2a90-4935-bf25-483e8587f743,2019-12-08T14:41:53.690Z,2019-12-08T14:42:37.000Z,"Number of lanes",45.517341,9.194949,15,5040441,515226,32T,"Number of lanes",1,,
e3a17373-a587-4c36-b35c-c1ba99e281b4,2019-12-08T14:41:44.027Z,2019-12-08T18:11:30.000Z,"Number of lanes",45.487013,9.193784,65,5037071,515143,32T,"Number of lanes",1,,
626a4ec5-b4c0-4a8d-8676-998f27e22665,2019-12-08T14:41:41.452Z,2019-12-08T19:44:16.000Z,"On-street parking",45.487092,9.193765,6,5037080,515141,32T,"On-street parking",0,,
d4144fc6-9c47-41a0-b80b-03a8cd0af86a,2019-12-08T14:41:24.118Z,2019-12-08T19:44:04.000Z,"Number of lanes",45.486938,9.193606,19,5037063,515129,32T,"Number of lanes",1,,
5f5553c5-5e71-49ce-95e3-ac0c075c3699,2019-12-08T14:40:28.319Z,2019-12-08T14:40:40.000Z,"Width of bike lane and shoulder",45.48758,9.190665,4,5037134,514899,32T,"Width of bike lane and shoulder",0,,
4f2eab9d-f8b1-4b62-aa44-e646207ea6fe,2019-12-08T14:40:24.190Z,2019-12-08T15:54:25.000Z,"Width of bike lane and shoulder",45.487628,9.190703,10,5037139,514902,32T,"Width of bike lane and shoulder",0,,
5bb172e5-2c8f-4910-994d-45673cfa842a,2019-12-08T14:40:10.488Z,2019-12-08T14:40:39.000Z,Lighting,45.487583,9.190628,4,5037134,514896,32T,Lighting,8,,
71daa1c8-64a6-4d40-b930-fdbd1464c845,2019-12-08T14:40:08.255Z,2019-12-08T15:54:24.000Z,Lighting,45.487592,9.190668,10,5037135,514899,32T,Lighting,8,,
ca432ea0-a1ca-4417-a980-836369e858a5,2019-12-08T14:39:30.281Z,2019-12-08T14:40:38.000Z,"Curb ramps",45.487545,9.190737,4,5037130,514904,32T,"Curb ramps",1,,
e9ce06c7-4cef-4c50-aa9c-c1a75f36207c,2019-12-08T14:39:28.070Z,2019-12-08T15:54:23.000Z,"Curb ramps",45.487608,9.190702,10,5037137,514902,32T,"Curb ramps",1,,
b0c86cec-f0bc-4d16-aa81-975c26852661,2019-12-08T14:39:20.558Z,2019-12-08T18:11:28.000Z,"Width of bike lane and shoulder",45.48694,9.193303,65,5037063,515105,32T,"Width of bike lane and shoulder",0,,
