ec5_uuid,created_at,uploaded_at,title,lat_1_Coordinates,long_1_Coordinates,accuracy_1_Coordinates,UTM_Northing_1_Coordinates,UTM_Easting_1_Coordinates,UTM_Zone_1_Coordinates,2_Data_Type,3_Value,4_Take_a_note_if_hel,5_Take_a_picture_if_
3014f170-f556-4773-8347-ef8ea3d93970,2019-12-05T12:59:23.631Z,2019-12-05T14:33:03.000Z,"Width of sidewalk",45.500787,9.166904,5,5038597,513039,32T,"Width of sidewalk",2.5,,https://five.epicollect.net/api/media/gislab-2019-plos?type=photo&format=entry_original&name=3014f170-f556-4773-8347-ef8ea3d93970_1575550761.jpg
9d323e3e-a747-4805-a7e6-a2b04cd48eee,2019-12-05T12:58:45.026Z,2019-12-05T14:33:02.000Z,"Curb ramps",45.500049,9.168138,5,5038515,513136,32T,"Curb ramps",1,,https://five.epicollect.net/api/media/gislab-2019-plos?type=photo&format=entry_original&name=9d323e3e-a747-4805-a7e6-a2b04cd48eee_1575550722.jpg
e833c333-1442-4b01-8253-2941705c3f50,2019-12-05T12:50:04.769Z,2019-12-05T14:33:00.000Z,"Curb ramps",45.500049,9.168138,5,5038515,513136,32T,"Curb ramps",1,,
caea969f-892b-492c-b70d-c7f050afcb14,2019-12-05T12:48:04.638Z,2019-12-05T12:50:43.000Z,Lighting,45.499692,9.167257,5,5038475,513067,32T,Lighting,3,,https://five.epicollect.net/api/media/gislab-2019-plos?type=photo&format=entry_original&name=caea969f-892b-492c-b70d-c7f050afcb14_1575550080.jpg
f652ee7a-5d78-472c-81d3-4d791854d519,2019-12-05T12:48:04.267Z,2019-12-05T14:32:59.000Z,"Width of sidewalk",45.499817,9.167344,5,5038489,513074,32T,"Width of sidewalk",2,,https://five.epicollect.net/api/media/gislab-2019-plos?type=photo&format=entry_original&name=f652ee7a-5d78-472c-81d3-4d791854d519_1575550081.jpg
44095f5c-0568-4ff4-8d9e-865d29de71cf,2019-12-05T12:47:00.157Z,2019-12-05T14:32:58.000Z,"Curb ramps",45.499739,9.167208,5,5038481,513063,32T,"Curb ramps",0,,https://five.epicollect.net/api/media/gislab-2019-plos?type=photo&format=entry_original&name=44095f5c-0568-4ff4-8d9e-865d29de71cf_1575550017.jpg
ad436071-f169-44ac-b3bb-2851e94463f3,2019-12-05T12:44:38.444Z,2019-12-05T14:32:57.000Z,"Curb ramps",45.499974,9.166873,5,5038507,513037,32T,"Curb ramps",0,,https://five.epicollect.net/api/media/gislab-2019-plos?type=photo&format=entry_original&name=ad436071-f169-44ac-b3bb-2851e94463f3_1575549875.jpg
9bc5e1b6-95a3-4f78-9c6e-b5dadd8435a3,2019-12-05T12:44:01.613Z,2019-12-05T14:32:55.000Z,"Width of sidewalk",45.49962,9.166876,5,5038467,513037,32T,"Width of sidewalk",2,,https://five.epicollect.net/api/media/gislab-2019-plos?type=photo&format=entry_original&name=9bc5e1b6-95a3-4f78-9c6e-b5dadd8435a3_1575549766.jpg
372d9969-a503-4ebf-b2c9-2f13b07f6faa,2019-12-05T12:43:43.177Z,2019-12-05T12:45:32.000Z,Lighting,45.498992,9.166234,5,5038397,512987,32T,Lighting,7,,https://five.epicollect.net/api/media/gislab-2019-plos?type=photo&format=entry_original&name=372d9969-a503-4ebf-b2c9-2f13b07f6faa_1575549819.jpg
1f117583-ed00-4fe6-99f0-4d6e64900d8f,2019-12-05T12:39:50.781Z,2019-12-05T12:45:31.000Z,"On-street parking",45.49903,9.165857,5,5038402,512958,32T,"On-street parking",1,,https://five.epicollect.net/api/media/gislab-2019-plos?type=photo&format=entry_original&name=1f117583-ed00-4fe6-99f0-4d6e64900d8f_1575549583.jpg
b7d90493-4c5c-4edb-aded-48ce26591367,2019-12-05T12:39:01.781Z,2019-12-05T14:32:54.000Z,"Width of sidewalk",45.498934,9.165803,5,5038391,512953,32T,"Width of sidewalk",2,,
40196e20-9078-45f2-8b2d-e833796e4f76,2019-12-05T12:38:52.569Z,2019-12-05T12:45:30.000Z,"Number of lanes",45.499015,9.165899,5,5038400,512961,32T,"Number of lanes",1,,https://five.epicollect.net/api/media/gislab-2019-plos?type=photo&format=entry_original&name=40196e20-9078-45f2-8b2d-e833796e4f76_1575549524.jpg
ffe0f316-8a8f-48bd-bd41-0b1fd1b47435,2019-12-05T12:37:48.929Z,2019-12-05T14:32:53.000Z,"Curb ramps",45.498995,9.16584,5,5038398,512956,32T,"Curb ramps",1,,
ce0f7bbc-c9ab-4fb5-8046-f2e479197eb2,2019-12-05T12:36:55.100Z,2019-12-05T14:32:51.000Z,Lighting,45.499347,9.165075,5,5038437,512896,32T,Lighting,2,,
e6d102b8-1c07-4579-b515-75d4fd51142c,2019-12-05T12:34:39.643Z,2019-12-05T12:45:28.000Z,"On-street parking",45.499423,9.165105,6,5038445,512899,32T,"On-street parking",1,,https://five.epicollect.net/api/media/gislab-2019-plos?type=photo&format=entry_original&name=e6d102b8-1c07-4579-b515-75d4fd51142c_1575549276.jpg
e46c1cbb-2e46-4823-9690-537bc6b81afd,2019-12-05T12:34:24.663Z,2019-12-05T14:32:50.000Z,Buffer,45.499387,9.164918,5,5038441,512884,32T,Buffer,0,,
88bb85c0-4709-4616-8f18-6d5c59b96cca,2019-12-05T12:33:35.434Z,2019-12-05T12:45:27.000Z,"Number of lanes",45.499474,9.16498,5,5038451,512889,32T,"Number of lanes",1,,https://five.epicollect.net/api/media/gislab-2019-plos?type=photo&format=entry_original&name=88bb85c0-4709-4616-8f18-6d5c59b96cca_1575549211.jpg
0ddf9e9a-7ffb-4605-9482-9a305be69bc9,2019-12-05T12:32:52.306Z,2019-12-05T14:32:49.000Z,"Width of bike lane and shoulder",45.499389,9.16491,5,5038441,512884,32T,"Width of bike lane and shoulder",0,,
ad870bf4-cc7d-4fc1-8fad-38aa411a65c3,2019-12-05T12:31:53.224Z,2019-12-05T14:32:48.000Z,Lighting,45.499403,9.164872,5,5038443,512881,32T,Lighting,3,,
8958c647-05d0-49ab-a826-900813f15c54,2019-12-05T12:31:13.518Z,2019-12-05T14:32:46.000Z,"Width of sidewalk",45.49944,9.164996,5,5038447,512890,32T,"Width of sidewalk",2,,https://five.epicollect.net/api/media/gislab-2019-plos?type=photo&format=entry_original&name=8958c647-05d0-49ab-a826-900813f15c54_1575549069.jpg
b5097638-a0e5-4037-af3a-9fb03b7d7d57,2019-12-05T12:29:58.705Z,2019-12-05T14:32:45.000Z,"Curb ramps",45.499619,9.16483,5,5038467,512877,32T,"Curb ramps",1,,https://five.epicollect.net/api/media/gislab-2019-plos?type=photo&format=entry_original&name=b5097638-a0e5-4037-af3a-9fb03b7d7d57_1575548996.jpg
8ae73a65-ea89-4624-b3fb-0578b5ef8d28,2019-12-05T12:16:44.489Z,2019-12-06T09:15:33.000Z,"Width of bike lane and shoulder",45.502182,9.16552,4,5038752,512931,32T,"Width of bike lane and shoulder",0.3,"Same as 15th",
2aa002a6-a055-4833-995b-358bd31b1916,2019-12-05T12:15:09.177Z,2019-12-06T09:15:31.000Z,"Curb ramps",45.50208,9.165644,4,5038740,512940,32T,"Curb ramps",1,"Same as 15th",
84890376-6fcf-4f23-8881-26c8dfd9d253,2019-12-05T12:14:14.643Z,2019-12-06T09:15:30.000Z,Lighting,45.502708,9.165057,4,5038810,512894,32T,Lighting,1,"Same as 15th",https://five.epicollect.net/api/media/gislab-2019-plos?type=photo&format=entry_original&name=84890376-6fcf-4f23-8881-26c8dfd9d253_1575548051.jpg
17b5fe2f-a094-4a9d-ad99-a0704b9df468,2019-12-05T12:13:04.056Z,2019-12-06T09:15:29.000Z,"Width of sidewalk",45.502556,9.165033,4,5038793,512892,32T,"Width of sidewalk",6.6,"Same as 15th",
702e9c93-f960-45bd-a05a-246474086643,2019-12-05T12:10:31.880Z,2019-12-06T09:15:27.000Z,"Number of lanes",45.502682,9.165212,4,5038807,512906,32T,"Number of lanes",1,"Via Angelo Broffrrio",https://five.epicollect.net/api/media/gislab-2019-plos?type=photo&format=entry_original&name=702e9c93-f960-45bd-a05a-246474086643_1575547826.jpg
acb4b99e-993b-447a-8eeb-bc473c19e6e3,2019-12-05T12:08:13.532Z,2019-12-06T09:15:26.000Z,"Width of sidewalk",45.502458,9.165065,4,5038782,512895,32T,"Width of sidewalk",3.3,"15th start",
f25f2523-5849-4b2f-924b-771dbdd3fa4c,2019-12-05T12:06:47.053Z,2019-12-06T09:15:24.000Z,Lighting,45.502434,9.16507,4,5038780,512895,32T,Lighting,1,"14th end",
498eb2fd-854d-4940-9f12-bf47a0c77603,2019-12-05T12:06:38.854Z,2019-12-05T14:32:44.000Z,"Curb ramps",45.499619,9.16483,5,5038467,512877,32T,"Curb ramps",1,,
9d662d43-6ba8-486f-a1a7-f6372194fd95,2019-12-05T12:05:59.980Z,2019-12-05T14:32:42.000Z,Lighting,45.499645,9.164579,5,5038470,512858,32T,Lighting,3,,https://five.epicollect.net/api/media/gislab-2019-plos?type=photo&format=entry_original&name=9d662d43-6ba8-486f-a1a7-f6372194fd95_1575547557.jpg
b0e252e9-c2be-471b-b1bd-588ddddacf70,2019-12-05T12:05:08.727Z,2019-12-06T09:15:23.000Z,"Width of sidewalk",45.5024,9.165212,4,5038776,512906,32T,"Width of sidewalk",3.4,"14th end",https://five.epicollect.net/api/media/gislab-2019-plos?type=photo&format=entry_original&name=b0e252e9-c2be-471b-b1bd-588ddddacf70_1575547497.jpg
3fd64a43-cd8c-4086-bd97-c25de314b3a5,2019-12-05T12:03:03.253Z,2019-12-05T12:03:14.000Z,"On-street parking",45.49998,9.164348,5,5038507,512839,32T,"On-street parking",1,,https://five.epicollect.net/api/media/gislab-2019-plos?type=photo&format=entry_original&name=3fd64a43-cd8c-4086-bd97-c25de314b3a5_1575547380.jpg
2a8d3f80-af21-4629-befe-27d30abcfdc6,2019-12-05T12:02:55.973Z,2019-12-05T14:32:41.000Z,Lighting,45.500221,9.163889,5,5038534,512804,32T,Lighting,8,,
41278a85-fa27-4bb7-a47a-df7c6ba0aa19,2019-12-05T12:01:56.607Z,2019-12-05T12:03:12.000Z,"Number of lanes",45.499976,9.164348,5,5038506,512839,32T,"Number of lanes",1,"It ia between for 1 and two but we conaider as one",https://five.epicollect.net/api/media/gislab-2019-plos?type=photo&format=entry_original&name=41278a85-fa27-4bb7-a47a-df7c6ba0aa19_1575547312.jpg
1772890b-4ddb-4e90-9572-8e5f437ce143,2019-12-05T12:01:42.094Z,2019-12-05T14:32:40.000Z,Buffer,45.499949,9.164332,5,5038503,512838,32T,Buffer,0,,
3e4b4239-167e-4f22-a052-fc0b42e3441b,2019-12-05T12:01:34.134Z,2019-12-06T09:15:22.000Z,"Width of sidewalk",45.502445,9.165297,4,5038781,512913,32T,"Width of sidewalk",4.6,"14th start - as same as 13th end",https://five.epicollect.net/api/media/gislab-2019-plos?type=photo&format=entry_original&name=3e4b4239-167e-4f22-a052-fc0b42e3441b_1575547290.jpg
56a4af5e-2e79-4802-9acc-be0f801929ce,2019-12-05T12:01:22.790Z,2019-12-05T14:32:38.000Z,"Width of bike lane and shoulder",45.499954,9.16434,5,5038504,512839,32T,"Width of bike lane and shoulder",0,,https://five.epicollect.net/api/media/gislab-2019-plos?type=photo&format=entry_original&name=56a4af5e-2e79-4802-9acc-be0f801929ce_1575547264.jpg
87846ab8-bdfe-4f86-a040-2098424035e1,2019-12-05T12:00:14.548Z,2019-12-05T14:32:37.000Z,"Curb ramps",45.499954,9.16434,5,5038504,512839,32T,"Curb ramps",0,,
62c9bbf6-64be-43d0-9ee2-f604bd614af4,2019-12-05T12:00:10.430Z,2019-12-06T09:15:20.000Z,"Width of sidewalk",45.502295,9.165429,4,5038764,512923,32T,"Width of sidewalk",5.4,"13 end",
cfca3d76-e669-40b2-8984-60092300ec8a,2019-12-05T11:59:39.403Z,2019-12-05T14:32:35.000Z,"Width of sidewalk",45.499943,9.164297,5,5038503,512836,32T,"Width of sidewalk",4,"Near the park",https://five.epicollect.net/api/media/gislab-2019-plos?type=photo&format=entry_original&name=cfca3d76-e669-40b2-8984-60092300ec8a_1575547176.jpg
00bb396e-e903-4a3d-b372-b5f98289e944,2019-12-05T11:57:50.300Z,2019-12-06T09:15:19.000Z,"Width of sidewalk",45.502338,9.164889,4,5038769,512881,32T,"Width of sidewalk",2.6,"13th start",
f9b18231-cbf2-4194-bf44-97d8081b3b49,2019-12-05T11:56:47.376Z,2019-12-06T09:15:17.000Z,"Width of sidewalk",45.502313,9.165121,4,5038766,512899,32T,"Width of sidewalk",4.7,"12th end",https://five.epicollect.net/api/media/gislab-2019-plos?type=photo&format=entry_original&name=f9b18231-cbf2-4194-bf44-97d8081b3b49_1575547004.jpg
76ce7a11-3e64-4f0b-b33b-9d6b28280bd8,2019-12-05T11:55:41.271Z,2019-12-05T14:32:34.000Z,Lighting,45.500244,9.164662,5,5038536,512864,32T,Lighting,7,,
aea7c326-36d0-4a4a-a599-22b431459f20,2019-12-05T11:54:30.017Z,2019-12-05T14:32:33.000Z,Buffer,45.500244,9.164662,5,5038536,512864,32T,Buffer,0,,
9406df8c-e67a-4b22-a3fb-0eb9637b74da,2019-12-05T11:54:12.905Z,2019-12-05T14:32:32.000Z,"Width of bike lane and shoulder",45.500243,9.164688,5,5038536,512866,32T,"Width of bike lane and shoulder",0,,
53e314d4-be5d-4624-9875-d613aefdc057,2019-12-05T11:53:34.142Z,2019-12-05T12:03:11.000Z,"On-street parking",45.50027,9.164753,5,5038539,512871,32T,"On-street parking",1,,https://five.epicollect.net/api/media/gislab-2019-plos?type=photo&format=entry_original&name=53e314d4-be5d-4624-9875-d613aefdc057_1575546811.jpg
9f79de92-e856-4454-81e5-2c21b7e8f741,2019-12-05T11:53:26.133Z,2019-12-05T14:32:30.000Z,"Curb ramps",45.500248,9.164742,5,5038537,512870,32T,"Curb ramps",1,,
2a1ef349-3283-4528-a1cb-9e71a08edfa0,2019-12-05T11:52:31.553Z,2019-12-05T12:03:09.000Z,"Number of lanes",45.50027,9.164754,5,5038539,512871,32T,"Number of lanes",1,,https://five.epicollect.net/api/media/gislab-2019-plos?type=photo&format=entry_original&name=2a1ef349-3283-4528-a1cb-9e71a08edfa0_1575546748.jpg
d14a8ccf-e0e3-4664-8630-fcfb92808fb5,2019-12-05T11:52:24.336Z,2019-12-05T14:32:29.000Z,"Width of sidewalk",45.500261,9.164726,5,5038538,512869,32T,"Width of sidewalk",3.5,,https://five.epicollect.net/api/media/gislab-2019-plos?type=photo&format=entry_original&name=d14a8ccf-e0e3-4664-8630-fcfb92808fb5_1575546740.jpg
3cfe1d58-1c3b-42c4-810d-ad51bc6b03b2,2019-12-05T11:49:38.689Z,2019-12-06T09:15:16.000Z,"Width of bike lane and shoulder",45.502094,9.165125,4,5038742,512900,32T,"Width of bike lane and shoulder",0,"12th start",
7b799712-611a-404c-8357-72fa8778e2db,2019-12-05T11:48:56.524Z,2019-12-06T09:15:15.000Z,Lighting,45.502247,9.164996,4,5038759,512890,32T,Lighting,1,"12th start",
c8f5f702-4e8e-44fe-aabd-3d5ea0979e98,2019-12-05T11:48:11.422Z,2019-12-06T09:15:13.000Z,"Width of sidewalk",45.502183,9.165327,4,5038752,512915,32T,"Width of sidewalk",5,"12th start",
de9685b9-99f3-4472-96f9-8a3509a7e2ab,2019-12-05T11:47:24.646Z,2019-12-06T09:15:12.000Z,"On-street parking",45.502169,9.165194,4,5038750,512905,32T,"On-street parking",1,"12th start",
0cf29fc2-7ead-4f51-b8b5-39993975555f,2019-12-05T11:46:56.934Z,2019-12-05T14:32:28.000Z,Lighting,45.500933,9.165062,5,5038613,512895,32T,Lighting,4,,
e7230056-7b22-4942-89c0-58cf580b3b22,2019-12-05T11:46:49.419Z,2019-12-06T09:15:10.000Z,"Number of lanes",45.502108,9.165241,4,5038743,512909,32T,"Number of lanes",2,"12th start",https://five.epicollect.net/api/media/gislab-2019-plos?type=photo&format=entry_original&name=e7230056-7b22-4942-89c0-58cf580b3b22_1575546403.jpg
304a60be-6a01-43cc-8e2b-f6b0231da12b,2019-12-05T11:45:25.602Z,2019-12-05T14:32:26.000Z,Lighting,45.50108,9.164946,5,5038629,512886,32T,Lighting,1,,
a4927b3a-3545-4f7b-80f3-5c4bd662de2e,2019-12-05T11:44:26.822Z,2019-12-05T11:44:52.000Z,"On-street parking",45.498154,9.173483,10,5038306,513554,32T,"On-street parking",1.9,1,
165e5bd6-674e-464c-ad27-a014b6b31263,2019-12-05T11:44:09.019Z,2019-12-05T11:44:50.000Z,"Width of sidewalk",45.49824,9.173362,25,5038315,513544,32T,"Width of sidewalk",1.47,,
5aec80f6-bae1-4919-9075-a85fa540fdec,2019-12-05T11:43:31.539Z,2019-12-05T14:32:25.000Z,"Curb ramps",45.50145,9.165026,5,5038670,512892,32T,"Curb ramps",1,,https://five.epicollect.net/api/media/gislab-2019-plos?type=photo&format=entry_original&name=5aec80f6-bae1-4919-9075-a85fa540fdec_1575546259.jpg
bb552f8f-c919-4cca-9caa-6fbe622d51ba,2019-12-05T11:42:44.599Z,2019-12-05T11:44:49.000Z,"On-street parking",45.497834,9.174064,10,5038270,513599,32T,"On-street parking",1.97,1,
38cb0182-cd89-4c7e-9a83-13947a67320a,2019-12-05T11:42:33.572Z,2019-12-05T14:32:24.000Z,Lighting,45.501836,9.165172,5,5038713,512903,32T,Lighting,3,,
7b9a770a-b21c-4f32-9893-695b504f16bb,2019-12-05T11:42:22.553Z,2019-12-05T11:44:48.000Z,"Width of sidewalk",45.497866,9.174106,10,5038274,513602,32T,"Width of sidewalk",1.46,,
f81484fc-c33e-4c10-bcab-f93a08ff3992,2019-12-05T11:41:28.536Z,2019-12-05T14:32:22.000Z,Lighting,45.501836,9.165172,5,5038713,512903,32T,Lighting,1,,
b3b2d74f-5241-4e72-9ffc-1736bfcd968d,2019-12-05T11:41:22.263Z,2019-12-06T09:15:09.000Z,"On-street parking",45.501941,9.165171,4,5038725,512903,32T,"On-street parking",0.75,"11th end",
10ae9c91-57e0-497b-92e5-a6e06dd214bd,2019-12-05T11:40:13.385Z,2019-12-06T09:15:07.000Z,"Width of sidewalk",45.502101,9.164967,4,5038743,512887,32T,"Width of sidewalk",2.6,"11th end",
9a2f3ba2-b2a6-42ec-a32a-b2aefba36986,2019-12-05T11:38:37.276Z,2019-12-05T14:32:21.000Z,"Width of sidewalk",45.50179,9.165124,5,5038708,512900,32T,"Width of sidewalk",5,,
935a6c93-79c5-403a-8dac-77178504534b,2019-12-05T11:38:13.276Z,2019-12-05T11:41:37.000Z,"On-street parking",45.501971,9.165242,5,5038728,512909,32T,"On-street parking",1,,https://five.epicollect.net/api/media/gislab-2019-plos?type=photo&format=entry_original&name=935a6c93-79c5-403a-8dac-77178504534b_1575545889.jpg
30c5c3f4-8d0d-4318-b423-e3a5d6d5b8cd,2019-12-05T11:37:25.693Z,2019-12-05T14:32:20.000Z,"Curb ramps",45.501984,9.165404,5,5038730,512922,32T,"Curb ramps",1,,
f1390b16-7bc8-4356-a760-66c23a86958a,2019-12-05T11:37:23.901Z,2019-12-06T09:15:06.000Z,"Number of lanes",45.501879,9.163931,4,5038718,512806,32T,"Number of lanes",1,"11th- as same as 10th",
26463dfc-3eb7-4ca8-bfab-a347081bee59,2019-12-05T11:36:59.351Z,2019-12-05T14:32:18.000Z,"On-street parking",45.502058,9.165163,5,5038738,512903,32T,"On-street parking",1,,
97d6b23b-b038-42ab-a3a0-df9f8ff63b03,2019-12-05T11:36:56.223Z,2019-12-05T11:41:36.000Z,"Number of lanes",45.501855,9.165491,5,5038715,512928,32T,"Number of lanes",1,,https://five.epicollect.net/api/media/gislab-2019-plos?type=photo&format=entry_original&name=97d6b23b-b038-42ab-a3a0-df9f8ff63b03_1575545813.jpg
e7d64ba5-d65d-41a8-b7be-4ba5ad8ee253,2019-12-05T11:35:46.355Z,2019-12-06T09:15:05.000Z,"Number of lanes",45.501808,9.163929,4,5038710,512806,32T,"Number of lanes",1,"10th seg",https://five.epicollect.net/api/media/gislab-2019-plos?type=photo&format=entry_original&name=e7d64ba5-d65d-41a8-b7be-4ba5ad8ee253_1575545741.jpg
c082fc6c-313f-47d7-a74f-2508d96b43d5,2019-12-05T11:35:20.229Z,2019-12-05T14:32:17.000Z,"Width of sidewalk",45.502071,9.165166,5,5038739,512903,32T,"Width of sidewalk",6,,https://five.epicollect.net/api/media/gislab-2019-plos?type=photo&format=entry_original&name=c082fc6c-313f-47d7-a74f-2508d96b43d5_1575545711.jpg
7c611490-66f2-4c2b-82a2-2d64ed0b2e1b,2019-12-05T11:34:07.895Z,2019-12-05T14:32:16.000Z,"Width of sidewalk",45.502093,9.165141,5,5038742,512901,32T,"Width of sidewalk",3,,https://five.epicollect.net/api/media/gislab-2019-plos?type=photo&format=entry_original&name=7c611490-66f2-4c2b-82a2-2d64ed0b2e1b_1575545645.jpg
414b4e26-4a90-47a3-bb52-a652106393a4,2019-12-05T11:32:11.718Z,2019-12-06T09:15:03.000Z,"Width of bike lane and shoulder",45.50138,9.163131,4,5038662,512744,32T,"Width of bike lane and shoulder",0,"9th seg",
3e399f4a-fa46-4a1f-9238-e8c72fcab2be,2019-12-05T11:31:41.758Z,2019-12-06T09:15:02.000Z,Lighting,45.501464,9.16293,5,5038672,512728,32T,Lighting,0,"9th Seg",
ad429e8c-2fdd-45e4-bcc0-a2ffa17b41b6,2019-12-05T11:30:40.322Z,2019-12-06T09:15:00.000Z,"Curb ramps",45.501363,9.162981,4,5038660,512732,32T,"Curb ramps",0,"9th Seg",
f4be7e33-36e0-4372-bee3-d6eb60190612,2019-12-05T11:29:20.424Z,2019-12-06T09:14:59.000Z,"Width of sidewalk",45.50145,9.162976,4,5038670,512732,32T,"Width of sidewalk",2.6,"9th Seg",
151e34a4-94f5-4c2a-9a7a-482c26f14b54,2019-12-05T11:28:39.960Z,2019-12-06T09:14:57.000Z,Buffer,45.501407,9.163033,4,5038665,512736,32T,Buffer,0,"9th Seg",
d1a717a4-4fb3-4e09-8c2a-9427cdb3d021,2019-12-05T11:28:04.357Z,2019-12-06T09:14:56.000Z,"On-street parking",45.501458,9.162896,4,5038671,512726,32T,"On-street parking",1,"10th seg",
62bfed26-75ae-41be-8128-994b7c66d686,2019-12-05T11:27:31.135Z,2019-12-06T09:14:55.000Z,"Number of lanes",45.501489,9.162924,4,5038674,512728,32T,"Number of lanes",1,"10th seg",
3467c68e-a583-4ea8-b040-29c3dbc5e5a5,2019-12-05T11:26:10.429Z,2019-12-05T14:32:15.000Z,"Curb ramps",45.501331,9.163036,5,5038657,512737,32T,"Curb ramps",1,,
ab2f5990-335e-4365-b7eb-9f3d17892835,2019-12-05T11:25:38.212Z,2019-12-06T09:14:53.000Z,"Width of bike lane and shoulder",45.501379,9.162759,4,5038662,512715,32T,"Width of bike lane and shoulder",0,"9th Seg",
d76333b6-e37d-42bc-ab3a-9eb541328a04,2019-12-05T11:25:14.085Z,2019-12-05T14:32:13.000Z,"Curb ramps",45.50119,9.163349,5,5038641,512761,32T,"Curb ramps",0,,
b11a2615-29e8-496c-b902-2ae1309d5e2a,2019-12-05T11:24:51.372Z,2019-12-06T09:14:52.000Z,Lighting,45.501369,9.162777,4,5038661,512716,32T,Lighting,1,"9th seg",
77152b72-55d9-4891-9c0e-bfee9f86a4d8,2019-12-05T11:24:46.569Z,2019-12-05T12:03:25.000Z,"On-street parking",45.497065,9.177406,8,5038185,513860,32T,"On-street parking",2.27,,https://five.epicollect.net/api/media/gislab-2019-plos?type=photo&format=entry_original&name=77152b72-55d9-4891-9c0e-bfee9f86a4d8_1575545080.jpg
6c81df5e-dfc0-4cd1-887e-db6c9a42018f,2019-12-05T11:24:46.373Z,2019-12-05T14:32:12.000Z,Lighting,45.50119,9.163349,5,5038641,512761,32T,Lighting,3,,
1171f853-ae40-4233-a6e8-33b002f3a3ca,2019-12-05T11:24:22.806Z,2019-12-05T14:32:11.000Z,"Width of sidewalk",45.501048,9.163561,5,5038625,512778,32T,"Width of sidewalk",2,,https://five.epicollect.net/api/media/gislab-2019-plos?type=photo&format=entry_original&name=1171f853-ae40-4233-a6e8-33b002f3a3ca_1575545060.jpg
38b03d37-6f8a-40f9-a5d8-480d93ddb24e,2019-12-05T11:24:05.376Z,2019-12-06T09:14:50.000Z,"Curb ramps",45.501401,9.162705,4,5038665,512711,32T,"Curb ramps",0,"9th seg",
e68cda8d-598f-496b-a25a-55f646da59e8,2019-12-05T11:23:55.162Z,2019-12-05T11:28:08.000Z,"On-street parking",45.497101,9.177259,10,5038189,513849,32T,"On-street parking",2.27,1,
58cb8b04-2781-43f2-ad77-4aed26a756ee,2019-12-05T11:23:39.307Z,2019-12-05T12:03:24.000Z,"Width of sidewalk",45.497053,9.177436,12,5038184,513863,32T,"Width of sidewalk",3.72,,
392daad4-480e-43ed-82df-1b8d8cbc4ddd,2019-12-05T11:23:28.726Z,2019-12-05T11:28:06.000Z,"Width of sidewalk",45.497212,9.177177,10,5038202,513842,32T,"Width of sidewalk",3.72,,
9a8b279b-0eaa-4a68-9a76-151aafda5796,2019-12-05T11:23:25.822Z,2019-12-05T14:32:09.000Z,"Width of sidewalk",45.500584,9.163862,5,5038574,512801,32T,"Width of sidewalk",2,,https://five.epicollect.net/api/media/gislab-2019-plos?type=photo&format=entry_original&name=9a8b279b-0eaa-4a68-9a76-151aafda5796_1575545002.jpg
d361857a-6b57-46dd-925c-d64ac474254e,2019-12-05T11:23:16.460Z,2019-12-06T09:14:49.000Z,"Width of sidewalk",45.501355,9.162803,4,5038659,512718,32T,"Width of sidewalk",2.6,"9th seg",
2b48c12d-7605-4bfd-8da6-e6c0f8a70ee1,2019-12-05T11:22:20.491Z,2019-12-06T09:14:48.000Z,Buffer,45.501541,9.162164,4,5038680,512669,32T,Buffer,0,"9th seg",
84c0c2cb-c24f-426c-b37d-74c0abd59b78,2019-12-05T11:21:33.683Z,2019-12-05T14:32:08.000Z,"Width of bike lane and shoulder",45.500584,9.163862,5,5038574,512801,32T,"Width of bike lane and shoulder",0,,
2444bca6-a776-4403-8373-34d30589ec67,2019-12-05T11:21:32.316Z,2019-12-05T11:21:43.000Z,"Width of sidewalk",45.500151,9.163692,5,5038526,512788,32T,"Width of sidewalk",2.5,,
81775460-f37c-45c9-87ab-1e0517d4b017,2019-12-05T11:21:10.257Z,2019-12-05T14:32:07.000Z,Lighting,45.500573,9.163902,5,5038573,512805,32T,Lighting,3,,
e957490e-07b3-45ae-8ecd-0c58852d8e04,2019-12-05T11:21:05.310Z,2019-12-06T09:14:46.000Z,"On-street parking",45.501437,9.162705,4,5038669,512711,32T,"On-street parking",1,"9th seg",https://five.epicollect.net/api/media/gislab-2019-plos?type=photo&format=entry_original&name=e957490e-07b3-45ae-8ecd-0c58852d8e04_1575544861.jpg
b0b7f192-1bcc-4a72-8c75-3aed24224dd1,2019-12-05T11:20:51.175Z,2019-12-05T11:28:05.000Z,"On-street parking",45.497107,9.175879,10,5038190,513741,32T,"On-street parking",2.1,1,
e92bf9ee-3ce0-43dd-b130-2f8e94cfafad,2019-12-05T11:20:34.513Z,2019-12-05T11:28:03.000Z,"Width of sidewalk",45.497178,9.175886,25,5038198,513742,32T,"Width of sidewalk",3,,
d706aa00-3119-4d5d-b7a2-79d5d72215e9,2019-12-05T11:20:29.842Z,2019-12-05T14:32:05.000Z,"Curb ramps",45.500531,9.163682,5,5038568,512787,32T,"Curb ramps",0,,
679a6bf4-cc2c-4240-8a4d-d7380c5686d8,2019-12-05T11:20:09.527Z,2019-12-05T14:32:04.000Z,"Width of sidewalk",45.500531,9.163682,5,5038568,512787,32T,"Width of sidewalk",2.5,,
